age,income,education_years,credit_score,approval,node_id
34,20000,14,622,1,2
20,20000,8,637,0,2
30,20000,8,733,1,2
34,20000,13,648,0,2
45,25925,13,465,1,2
35,34298,13,837,1,2
24,37737,8,601,1,2
31,20000,16,492,0,2
18,21023,13,681,1,2
43,23362,14,612,1,2
56,51483,10,727,0,2
18,20000,13,624,0,2
35,49386,8,617,1,2
40,20000,12,691,1,2
31,20000,11,716,1,2
60,20000,8,591,0,2
42,40024,9,600,0,2
24,44142,10,646,0,2
32,32303,15,689,1,2
39,20000,8,539,0,2
28,24870,9,646,0,2
49,22097,12,817,1,2
24,20000,13,499,1,2
38,27449,17,749,0,2
30,29515,14,551,1,2
31,25698,10,669,1,2
29,20000,9,493,0,2
47,26429,8,723,1,2
43,23612,15,643,0,2
42,22850,15,703,1,2
46,20000,10,850,0,2
33,20000,8,555,0,2
37,25329,13,558,0,2
33,25434,13,740,0,2
21,20000,14,708,0,2
40,20000,11,602,1,2
36,52607,13,620,1,2
28,25059,8,570,1,2
48,26013,11,793,1,2
37,20568,9,673,0,2
31,20000,14,760,1,2
47,20000,12,663,1,2
57,20000,14,690,1,2
53,20921,11,633,1,2
38,20000,8,633,0,2
37,20168,8,649,0,2
26,24297,17,770,1,2
23,20000,17,640,0,2
39,20000,10,752,0,2
39,23739,12,565,0,2
20,20000,9,683,0,2
33,20000,16,677,0,2
33,35403,13,576,1,2
18,20000,9,555,0,2
18,34281,16,610,0,2
29,108656,18,642,1,2
28,21880,11,665,1,2
30,35170,10,557,1,2
40,20000,10,702,0,2
33,20000,10,608,1,2
24,26675,9,602,1,2
30,42944,13,681,0,2
36,27137,12,686,1,2
46,50208,14,686,1,2
20,22594,11,652,1,2
18,39087,10,718,0,2
18,20000,16,661,0,2
28,26778,8,715,1,2
36,20000,14,594,0,2
32,20000,16,576,0,2
18,20000,8,745,1,2
25,30238,10,671,1,2
34,27336,13,731,1,2
33,20000,12,635,1,2
38,37464,10,466,1,2
31,20000,14,600,1,2
42,20000,10,655,1,2
50,20000,8,582,0,2
30,20461,8,599,0,2
44,22360,9,513,1,2
45,20000,15,721,1,2
27,20000,10,636,1,2
53,22135,13,666,1,2
38,22088,8,726,0,2
30,34127,13,671,1,2
58,41074,13,695,1,2
23,20000,14,562,0,2
32,20000,8,734,0,2
32,20000,12,633,1,2
56,20000,12,648,1,2
30,21154,8,672,1,2
31,23728,8,721,0,2
31,20000,10,488,0,2
40,20000,12,563,0,2
37,26545,14,736,0,2
26,20000,10,616,0,2
57,20000,8,580,0,2
29,31200,10,406,0,2
46,20000,11,638,0,2
31,33176,14,823,0,2
