age,income,education_years,credit_score,approval,node_id
34,26308,14,616,0,1
39,31544,11,509,0,1
32,21831,12,617,0,1
27,20000,13,792,0,1
18,31272,10,687,1,1
25,24841,10,671,1,1
28,20000,15,668,1,1
43,21835,8,574,1,1
36,20000,13,651,1,1
23,20000,10,850,0,1
19,42007,15,605,1,1
46,24340,12,542,0,1
35,28302,12,612,0,1
28,20000,14,720,1,1
29,21382,12,648,1,1
46,21678,10,632,1,1
45,20000,11,538,1,1
44,23037,17,571,0,1
30,20000,10,521,0,1
38,20000,14,742,1,1
32,20000,12,404,1,1
55,33096,15,519,1,1
48,25824,9,850,1,1
18,23916,13,642,1,1
56,20000,11,679,0,1
32,25843,10,647,0,1
31,26535,15,716,1,1
40,36919,16,631,1,1
39,54273,13,553,1,1
39,35088,8,587,1,1
39,23703,12,654,1,1
32,39365,9,764,0,1
37,20000,9,539,0,1
39,27999,8,722,1,1
41,39194,14,605,0,1
40,20000,8,560,1,1
36,42397,16,657,1,1
27,20000,15,542,1,1
29,20000,13,765,1,1
30,20000,11,679,0,1
25,31658,12,726,0,1
21,20000,12,743,1,1
28,20000,15,388,1,1
34,20000,14,612,1,1
33,20000,8,705,1,1
51,20000,10,747,0,1
36,23642,12,765,1,1
30,44749,8,494,0,1
21,20000,13,460,1,1
33,37589,10,568,1,1
47,20000,15,623,1,1
43,32617,13,543,1,1
33,20000,8,765,0,1
39,21527,10,647,0,1
26,20473,8,675,1,1
31,44882,10,539,0,1
39,26819,17,656,0,1
34,40642,8,396,1,1
41,20000,10,693,0,1
42,32502,11,617,0,1
55,20000,16,569,1,1
49,20099,11,608,0,1
60,27041,8,592,0,1
28,20000,11,618,1,1
26,26671,10,468,1,1
41,27378,12,599,0,1
18,20622,11,679,1,1
56,29830,14,494,1,1
32,33858,15,485,0,1
31,51538,13,710,0,1
33,21818,12,638,0,1
38,23650,16,513,1,1
18,24213,9,733,1,1
36,39368,16,587,0,1
31,30663,12,536,0,1
33,37632,11,757,0,1
26,20000,10,657,1,1
36,20000,12,473,1,1
53,25864,11,850,1,1
47,20000,11,746,1,1
46,23557,9,567,1,1
54,20000,17,850,1,1
38,29584,9,588,1,1
44,28358,8,584,0,1
18,22314,15,538,1,1
24,20000,13,565,0,1
31,20000,10,728,0,1
49,51374,13,631,1,1
31,20000,10,418,1,1
37,30143,11,703,1,1
24,28681,13,516,1,1
40,20000,12,687,0,1
41,44024,13,648,0,1
26,36460,16,746,1,1
33,20000,15,638,1,1
40,25155,11,553,1,1
31,23202,8,612,1,1
29,23248,11,531,1,1
32,37220,20,648,0,1
41,20000,16,485,1,1
