age,income,education_years,credit_score,approval,node_id
32,39365,9,764,0,1
37,35707,15,748,0,1
40,20000,8,832,0,1
32,20000,11,723,1,1
40,20000,17,773,1,1
29,23248,11,531,1,1
27,20000,14,688,0,1
18,20000,12,681,1,1
50,23240,8,712,1,1
40,53114,10,689,0,1
32,20000,10,639,0,1
53,25864,11,850,1,1
28,20000,10,654,0,1
26,20389,8,471,0,1
35,20000,12,687,0,1
37,20000,10,775,0,1
32,21815,9,642,0,1
46,24752,12,604,0,1
28,52744,11,745,1,1
22,25439,9,608,1,1
53,20000,15,678,0,1
27,20000,15,542,1,1
33,22860,15,607,0,1
43,46585,10,527,1,1
26,20780,12,668,0,1
43,24902,13,528,0,1
27,24042,14,767,0,1
32,36026,16,591,1,1
28,31461,16,613,1,1
22,26874,8,564,1,1
39,27254,9,737,0,1
23,26289,17,714,1,1
46,24340,12,542,0,1
42,20000,12,849,0,1
33,29827,9,688,0,1
33,37632,11,757,0,1
19,23097,8,726,0,1
40,36919,16,631,1,1
32,29086,16,766,1,1
32,20000,9,587,0,1
34,26394,11,690,1,1
52,20000,12,613,0,1
26,26671,10,468,1,1
43,34987,15,608,1,1
59,25374,13,815,0,1
55,37608,8,598,1,1
31,23624,9,680,0,1
30,20000,11,668,1,1
26,21688,10,795,0,1
28,22664,8,618,1,1
35,20000,9,721,0,1
38,20000,13,633,0,1
41,20000,9,530,1,1
25,31658,12,726,0,1
33,26285,13,809,0,1
28,20000,8,547,1,1
23,35156,13,430,0,1
33,20000,10,704,1,1
33,20000,15,638,1,1
18,28474,9,615,1,1
43,20000,8,417,0,1
23,20000,10,850,0,1
34,20000,14,719,1,1
27,29333,12,586,1,1
29,21382,12,648,1,1
51,20000,10,747,0,1
28,20000,15,388,1,1
32,20000,12,404,1,1
43,20000,10,758,1,1
24,28681,13,516,1,1
38,29584,9,588,1,1
20,32540,17,797,1,1
40,20000,8,818,0,1
43,40613,13,660,1,1
36,20000,12,664,1,1
31,30663,12,536,0,1
26,36928,8,664,1,1
36,22573,8,596,1,1
32,32533,13,742,1,1
38,23133,15,647,1,1
24,20000,8,544,1,1
43,25822,16,542,0,1
33,22475,12,711,1,1
20,26884,8,647,0,1
45,20000,11,538,1,1
46,21678,10,632,1,1
38,36462,15,723,1,1
23,36519,8,572,1,1
39,31544,11,509,0,1
35,20000,8,599,1,1
35,33887,14,667,0,1
28,20000,11,618,1,1
49,20000,13,636,0,1
21,20000,13,460,1,1
46,23557,9,567,1,1
31,44882,10,539,0,1
35,69345,8,796,1,1
39,27999,8,722,1,1
40,25155,11,553,1,1
35,20000,9,850,1,1
