age,income,education_years,credit_score,approval,node_id
26,20000,10,730,0,3
36,32339,15,623,1,3
34,27545,20,449,1,3
41,37143,8,670,0,3
40,20000,16,631,1,3
28,20000,8,772,1,3
43,20000,10,599,0,3
31,20000,12,755,1,3
20,20000,8,685,1,3
46,62619,10,407,1,3
29,23589,15,698,1,3
29,28104,15,447,0,3
23,20000,14,470,0,3
52,54592,12,494,1,3
48,20456,9,585,1,3
26,30165,9,590,1,3
33,20000,11,691,0,3
51,31314,9,779,1,3
28,26207,10,568,0,3
39,20000,15,774,0,3
49,20000,10,702,0,3
30,27002,8,533,0,3
36,20000,14,466,0,3
26,24476,11,609,0,3
43,20000,10,656,0,3
43,48049,8,549,0,3
22,26242,8,598,0,3
30,20000,9,504,0,3
47,21814,12,738,1,3
28,20000,16,575,0,3
28,20000,8,662,1,3
33,20000,8,589,0,3
52,35403,11,648,1,3
52,37545,10,579,0,3
44,20000,11,725,1,3
33,42480,13,514,0,3
28,20000,11,462,1,3
18,55489,14,631,1,3
29,26834,14,813,0,3
31,20000,13,744,0,3
26,42745,12,785,1,3
43,20000,10,540,1,3
23,25136,8,683,1,3
53,20000,11,728,0,3
22,38798,14,781,1,3
19,20000,13,545,0,3
34,20000,11,675,0,3
44,20000,10,582,0,3
18,28082,17,527,1,3
50,26245,11,745,1,3
34,23274,11,728,1,3
35,20000,8,681,0,3
38,41967,17,503,1,3
52,20000,10,724,0,3
38,20000,16,531,1,3
42,36472,13,692,1,3
33,65965,12,655,0,3
38,22759,15,728,1,3
50,36134,12,775,1,3
32,20000,10,485,1,3
42,20000,10,760,1,3
34,41259,12,647,1,3
34,54986,13,749,1,3
37,20000,11,630,0,3
39,20000,15,664,0,3
22,25080,14,702,1,3
35,21810,16,521,0,3
43,37099,9,575,0,3
39,34488,14,552,0,3
55,20000,12,693,0,3
34,20000,8,405,0,3
46,61423,11,495,0,3
27,21765,20,600,0,3
24,33137,10,729,1,3
46,20000,10,632,1,3
37,21704,11,473,1,3
26,21181,14,586,0,3
25,36452,8,504,0,3
21,26879,9,581,0,3
32,32558,8,669,1,3
27,27091,12,688,1,3
33,24045,13,518,1,3
47,20000,8,638,0,3
29,30959,10,647,1,3
18,20000,12,827,0,3
33,20000,10,735,1,3
28,31418,14,731,1,3
46,20000,11,481,1,3
18,20000,12,696,0,3
41,20000,14,513,0,3
55,38108,13,660,0,3
39,45041,10,781,1,3
23,26556,8,508,1,3
26,43252,10,739,0,3
45,24278,17,675,1,3
30,24041,13,611,1,3
32,27632,8,661,1,3
41,21341,10,640,0,3
27,20000,13,507,1,3
33,20000,14,550,0,3
