age,income,education_years,credit_score,approval,node_id
45,27584,12,499,1,3
26,21181,14,586,0,3
58,20793,8,510,0,3
38,32923,13,641,0,3
43,37099,9,575,0,3
29,32300,8,650,0,3
37,35467,9,581,0,3
59,59804,13,600,1,3
26,30165,9,590,1,3
20,35932,16,715,0,3
35,25901,14,531,1,3
31,20000,13,510,1,3
25,30019,8,441,0,3
37,20000,11,630,0,3
31,24088,14,703,1,3
27,20000,14,729,1,3
37,29027,12,756,1,3
43,43615,14,526,0,3
24,20000,17,599,1,3
54,33626,13,787,1,3
18,22178,10,568,1,3
28,20000,8,662,1,3
37,22275,14,632,1,3
24,33137,10,729,1,3
43,20000,10,716,1,3
18,20000,12,827,0,3
34,28921,8,650,1,3
33,42480,13,514,0,3
56,20000,10,716,0,3
35,37941,11,602,0,3
18,45509,13,554,1,3
50,20000,12,574,0,3
36,20000,14,466,0,3
28,20000,13,578,0,3
36,20000,11,509,0,3
40,20000,10,682,0,3
53,20000,19,503,1,3
37,36548,12,613,1,3
35,21810,16,521,0,3
43,20000,10,656,0,3
35,20000,11,675,0,3
34,70184,12,818,1,3
51,20000,8,850,0,3
25,20408,10,698,0,3
22,38798,14,781,1,3
43,26744,9,588,1,3
32,22123,15,677,1,3
46,20000,10,632,1,3
27,21765,20,600,0,3
34,27545,20,449,1,3
24,32429,12,543,1,3
38,32226,12,527,1,3
31,20000,13,744,0,3
47,20000,14,739,1,3
30,22126,17,777,1,3
37,23179,8,581,0,3
23,25136,8,683,1,3
40,28716,14,813,1,3
38,23716,12,593,0,3
28,33795,10,712,0,3
38,20000,16,706,1,3
47,21110,11,467,1,3
41,51481,16,526,1,3
23,20000,12,428,1,3
62,20000,10,804,0,3
39,29072,8,653,0,3
52,20000,12,495,0,3
31,34336,8,620,0,3
37,24871,13,679,0,3
18,24922,9,665,1,3
34,20000,16,780,0,3
47,20000,10,850,0,3
29,30387,8,535,0,3
24,20000,12,705,0,3
19,20000,17,850,0,3
24,20000,13,579,0,3
18,20000,12,696,0,3
21,20000,8,641,0,3
43,32182,16,470,1,3
51,31314,9,779,1,3
39,30955,13,748,0,3
39,45041,10,781,1,3
32,20000,12,707,1,3
30,20000,11,650,0,3
25,21526,11,472,1,3
18,23367,8,691,1,3
37,41455,11,636,1,3
37,29562,14,567,1,3
35,20000,8,681,0,3
46,28815,8,752,1,3
25,36452,8,504,0,3
41,20000,13,779,1,3
35,20000,8,611,1,3
27,41439,10,692,0,3
30,26630,13,688,0,3
26,30422,13,699,1,3
38,20000,15,692,1,3
37,21642,11,619,1,3
37,36598,12,759,1,3
28,34152,12,756,0,3
